timestamp,meter_reading,air_temperature,dew_temperature,sea_level_pressure,wind_speed,cloud_coverage
2016-03-01 12:00:00,3419.04,13.9,10.6,1021.4,0.0,2.0
2016-03-01 13:00:00,3334.62,15.6,11.7,1021.8,0.0,2.0
2016-03-01 14:00:00,3587.88,18.9,11.1,1021.8,0.0,2.0
2016-03-01 15:00:00,3883.35,21.7,13.3,1022.2,0.0,2.0
2016-03-01 16:00:00,3587.88,23.3,13.3,1021.7,3.6,2.0
2016-03-01 17:00:00,3461.25,23.9,11.7,1020.9,4.6,2.0
2016-03-01 18:00:00,3250.2,25.0,10.0,1020.1,4.1,2.0
2016-03-01 19:00:00,3039.15,25.6,10.0,1018.7,5.1,2.0
2016-03-01 20:00:00,2870.3,26.7,10.6,1017.9,7.2,2.0
2016-03-01 21:00:00,2701.46,26.7,10.6,1017.5,2.6,4.0
2016-03-01 22:00:00,1730.62,25.6,11.1,1017.6,5.1,4.0
2016-03-01 23:00:00,801.997,24.4,11.7,1018.3,3.1,4.0
2016-03-02 00:00:00,844.207,22.8,11.7,1018.6,2.6,6.0
2016-03-02 01:00:00,844.207,19.4,12.2,1018.6,2.6,2.0
2016-03-02 02:00:00,717.576,18.9,13.9,1019.2,3.1,4.0
2016-03-02 03:00:00,759.7860000000001,17.8,13.9,1019.1,3.6,2.0
2016-03-02 04:00:00,590.945,18.3,13.9,1019.0,2.1,0.0
2016-03-02 05:00:00,759.7860000000001,17.2,13.3,1018.6,2.1,0.0
2016-03-02 06:00:00,1055.26,15.0,11.7,1018.0,1.5,0.0
2016-03-02 07:00:00,2659.25,16.1,12.2,1018.1,2.1,0.0
2016-03-02 08:00:00,2659.25,15.6,12.2,1017.8,1.5,0.0
2016-03-02 09:00:00,2574.83,15.0,12.8,1017.5,2.1,0.0
2016-03-02 10:00:00,3419.04,14.4,12.2,1017.0,2.6,0.0
2016-03-02 11:00:00,3798.93,14.4,12.2,1017.8,2.1,0.0
2016-03-02 12:00:00,3925.56,16.1,13.3,1018.7,2.1,6.0
2016-03-02 13:00:00,3967.77,17.8,13.9,1019.5,3.6,6.0
2016-03-02 14:00:00,4263.25,20.0,15.6,1019.4,3.1,6.0
2016-03-02 15:00:00,4009.98,21.7,15.0,1019.6,5.1,6.0
2016-03-02 16:00:00,3925.56,23.3,15.0,1019.4,5.1,6.0
2016-03-02 17:00:00,3841.14,25.6,15.0,1018.7,5.7,6.0
2016-03-02 18:00:00,3587.88,26.1,13.9,1017.6,7.2,6.0
2016-03-02 19:00:00,3250.2,26.1,14.4,1016.7,6.7,6.0
2016-03-02 20:00:00,2870.3,27.2,14.4,1016.3,6.7,6.0
2016-03-02 21:00:00,2532.62,27.2,13.9,1016.1,7.7,6.0
2016-03-02 22:00:00,1561.78,25.6,13.9,1016.2,7.2,6.0
2016-03-02 23:00:00,675.3660000000001,24.4,13.9,1016.5,5.1,6.0
2016-03-03 00:00:00,717.576,21.7,13.3,1017.4,3.6,4.0
2016-03-03 01:00:00,675.3660000000001,21.1,12.2,1018.1,2.6,4.0
2016-03-03 02:00:00,801.997,19.4,12.2,1018.5,3.1,4.0
2016-03-03 03:00:00,717.576,18.3,11.1,1019.4,3.1,4.0
2016-03-03 04:00:00,590.945,16.7,6.1,1019.7,3.1,4.0
2016-03-03 05:00:00,717.576,15.6,6.7,1019.2,3.1,4.0
2016-03-03 06:00:00,801.997,14.4,7.8,1018.9,2.1,6.0
2016-03-03 07:00:00,2405.99,14.4,7.8,1018.5,2.6,6.0
2016-03-03 08:00:00,2490.41,14.4,8.3,1018.1,2.6,6.0
2016-03-03 09:00:00,2785.88,13.9,8.9,1017.8,3.1,6.0
2016-03-03 10:00:00,3081.36,13.3,8.3,1017.7,2.6,6.0
2016-03-03 11:00:00,3376.83,13.3,8.3,1017.9,2.1,6.0
2016-03-03 12:00:00,3376.83,12.8,8.3,1018.0,1.5,8.0
2016-03-03 13:00:00,3672.3,16.1,8.9,1018.1,1.5,8.0
2016-03-03 14:00:00,3672.3,18.9,9.4,1018.6,2.1,8.0
2016-03-03 15:00:00,3461.25,21.7,10.6,1018.6,2.6,8.0
2016-03-03 16:00:00,3419.04,22.8,11.7,1018.9,0.0,8.0
2016-03-03 17:00:00,3250.2,25.0,8.9,1018.1,4.1,8.0
2016-03-03 18:00:00,3039.15,26.1,8.9,1017.1,3.6,6.0
2016-03-03 19:00:00,2870.3,25.6,6.1,1015.7,4.6,6.0
2016-03-03 20:00:00,2701.46,26.1,7.2,1014.8,4.6,6.0
2016-03-03 21:00:00,2279.36,26.1,6.1,1014.2,3.1,6.0
2016-03-03 22:00:00,1392.94,26.1,2.8,1014.4,4.6,6.0
2016-03-03 23:00:00,801.997,25.0,2.8,1014.7,3.6,6.0
2016-03-04 00:00:00,717.576,23.3,4.4,1015.1,3.1,8.0
2016-03-04 01:00:00,675.3660000000001,22.2,6.7,1015.1,4.1,8.0
2016-03-04 02:00:00,801.997,20.0,8.3,1015.0,3.1,8.0
2016-03-04 03:00:00,844.207,18.9,10.6,1015.2,2.6,8.0
2016-03-04 04:00:00,844.207,17.8,11.1,1015.1,2.1,4.0
2016-03-04 05:00:00,717.576,17.2,12.2,1014.8,2.1,4.0
2016-03-04 06:00:00,1350.73,16.7,12.8,1014.1,3.1,6.0
2016-03-04 07:00:00,2617.04,17.2,13.3,1013.7,4.1,4.0
2016-03-04 08:00:00,2701.46,17.2,13.3,1013.2,4.6,4.0
2016-03-04 09:00:00,2532.62,18.3,13.9,1012.7,5.7,4.0
2016-03-04 10:00:00,2870.3,18.3,15.0,1013.7,2.6,4.0
2016-03-04 11:00:00,2996.94,18.3,15.6,1014.5,4.6,4.0
2016-03-04 12:00:00,2996.94,16.1,13.3,1014.4,1.5,4.0
2016-03-04 13:00:00,2996.94,17.2,15.0,1014.7,2.6,2.0
2016-03-04 14:00:00,3123.57,19.4,14.4,1015.1,2.1,2.0
2016-03-04 15:00:00,2912.51,22.8,8.3,1015.5,4.1,2.0
2016-03-04 16:00:00,2701.46,23.3,7.8,1015.9,5.7,2.0
2016-03-04 17:00:00,2659.25,23.9,9.4,1016.2,4.6,2.0
2016-03-04 18:00:00,2532.62,24.4,9.4,1015.8,5.1,2.0
2016-03-04 19:00:00,2194.94,23.9,9.4,1015.1,5.1,2.0
2016-03-04 20:00:00,1772.84,25.0,7.2,1014.9,3.1,2.0
2016-03-04 21:00:00,1561.78,25.0,10.0,1014.8,4.1,2.0
2016-03-04 22:00:00,1139.68,23.3,10.6,1015.2,5.1,2.0
2016-03-04 23:00:00,633.155,21.1,10.6,1015.7,5.7,2.0
2016-03-05 00:00:00,633.155,18.3,9.4,1016.6,6.2,0.0
2016-03-05 01:00:00,675.3660000000001,16.1,11.1,1017.7,5.7,0.0
2016-03-05 02:00:00,633.155,14.4,10.6,1018.7,5.1,0.0
2016-03-05 03:00:00,675.3660000000001,13.9,10.0,1019.3,4.1,0.0
2016-03-05 04:00:00,633.155,13.3,9.4,1019.8,3.6,0.0
2016-03-05 05:00:00,633.155,12.8,9.4,1019.6,3.1,0.0
2016-03-05 06:00:00,675.3660000000001,12.2,9.4,1019.5,3.1,0.0
2016-03-05 07:00:00,2026.1,12.2,9.4,1019.2,3.6,4.0
2016-03-05 08:00:00,1899.47,11.1,8.9,1018.1,2.6,4.0
2016-03-05 09:00:00,2068.31,11.7,9.4,1018.2,3.6,4.0
2016-03-05 10:00:00,2194.94,11.7,9.4,1018.8,3.6,4.0
2016-03-05 11:00:00,2279.36,11.7,9.4,1019.5,2.6,4.0
2016-03-05 12:00:00,2490.41,11.7,8.9,1019.7,2.1,6.0
2016-03-05 13:00:00,2490.41,13.3,10.0,1020.1,4.1,6.0
2016-03-05 14:00:00,2068.31,16.1,10.0,1020.2,5.7,6.0
2016-03-05 15:00:00,2574.83,18.3,10.6,1020.9,3.1,6.0
2016-03-05 16:00:00,2110.52,19.4,11.1,1021.2,2.6,6.0
2016-03-05 17:00:00,1899.47,21.1,11.1,1020.5,2.6,6.0
2016-03-05 18:00:00,1772.84,21.7,10.6,1019.4,2.1,8.0
2016-03-05 19:00:00,1603.99,22.2,10.6,1018.4,1.5,8.0
2016-03-05 20:00:00,1603.99,22.8,9.4,1017.8,4.1,8.0
2016-03-05 21:00:00,1561.78,23.3,8.3,1017.4,2.6,8.0
2016-03-05 22:00:00,1139.68,23.3,8.3,1017.3,0.0,8.0
2016-03-05 23:00:00,633.155,22.2,9.4,1017.7,3.1,8.0
2016-03-06 00:00:00,675.3660000000001,19.4,12.2,1018.5,4.6,6.0
2016-03-06 01:00:00,675.3660000000001,17.8,12.8,1018.9,4.6,4.0
2016-03-06 02:00:00,675.3660000000001,16.7,12.8,1019.3,3.6,4.0
2016-03-06 03:00:00,717.576,15.6,12.8,1019.5,1.5,0.0
2016-03-06 04:00:00,590.945,15.0,12.8,1020.2,2.6,0.0
2016-03-06 05:00:00,675.3660000000001,15.6,12.8,1020.1,3.1,0.0
2016-03-06 06:00:00,590.945,15.0,12.8,1020.4,4.6,0.0
2016-03-06 07:00:00,1519.57,13.9,11.1,1020.1,2.1,0.0
2016-03-06 08:00:00,1561.78,13.3,11.1,1019.7,3.6,0.0
2016-03-06 09:00:00,1646.2,12.8,10.6,1019.7,3.1,0.0
2016-03-06 10:00:00,1772.84,12.8,9.4,1019.8,3.6,0.0
2016-03-06 11:00:00,1899.47,11.7,8.9,1020.6,2.6,0.0
2016-03-06 12:00:00,2363.78,11.7,8.9,1021.2,3.1,0.0
2016-03-06 13:00:00,2363.78,13.9,9.4,1021.7,4.1,0.0
2016-03-06 14:00:00,2490.41,16.7,8.3,1022.0,6.2,0.0
2016-03-06 15:00:00,2321.57,18.9,5.6,1022.6,6.2,0.0
2016-03-06 16:00:00,2110.52,21.1,3.9,1022.6,6.7,0.0
2016-03-06 17:00:00,1983.89,22.2,3.9,1022.0,6.7,0.0
2016-03-06 18:00:00,1730.62,22.8,3.9,1021.2,6.2,0.0
2016-03-06 19:00:00,1519.57,23.3,2.8,1020.6,2.6,2.0
2016-03-06 20:00:00,1477.36,23.9,1.7,1020.0,5.1,2.0
2016-03-06 21:00:00,1392.94,23.9,3.3,1020.1,5.1,4.0
2016-03-06 22:00:00,1055.26,21.7,5.0,1020.6,6.2,2.0
2016-03-06 23:00:00,590.945,19.4,5.0,1021.4,6.7,0.0
2016-03-07 00:00:00,675.3660000000001,17.2,4.4,1022.1,5.7,0.0
2016-03-07 01:00:00,717.576,15.6,5.0,1022.9,4.6,0.0
2016-03-07 02:00:00,633.155,15.6,5.6,1023.5,4.1,0.0
2016-03-07 03:00:00,633.155,13.9,6.1,1023.8,4.1,0.0
2016-03-07 04:00:00,633.155,14.4,6.7,1023.5,4.1,0.0
2016-03-07 05:00:00,633.155,12.8,6.7,1023.4,3.1,0.0
2016-03-07 06:00:00,548.735,13.3,6.7,1023.1,4.6,0.0
2016-03-07 07:00:00,1435.15,12.2,7.2,1023.0,2.6,0.0
2016-03-07 08:00:00,1899.47,13.3,7.2,1023.0,1.5,2.0
2016-03-07 09:00:00,2194.94,11.1,8.3,1022.8,3.1,2.0
2016-03-07 10:00:00,2363.78,12.8,8.3,1023.2,0.0,0.0
2016-03-07 11:00:00,2490.41,11.7,8.3,1024.0,0.0,2.0
2016-03-07 12:00:00,2574.83,11.7,8.3,1024.6,1.5,4.0
2016-03-07 13:00:00,2701.46,14.4,10.6,1025.2,1.5,4.0
2016-03-07 14:00:00,2828.09,18.9,11.1,1025.7,3.1,4.0
2016-03-07 15:00:00,2828.09,21.7,11.1,1025.8,5.1,2.0
2016-03-07 16:00:00,2743.67,23.3,11.1,1026.1,5.7,4.0
2016-03-07 17:00:00,2701.46,25.0,10.6,1025.4,7.2,4.0
2016-03-07 18:00:00,2194.94,24.4,10.0,1024.8,6.7,4.0
2016-03-07 19:00:00,1730.62,25.0,9.4,1023.7,7.7,4.0
2016-03-07 20:00:00,1561.78,25.0,10.0,1023.4,6.7,4.0
2016-03-07 21:00:00,1561.78,23.9,9.4,1023.3,6.7,4.0
2016-03-07 22:00:00,1139.68,22.8,9.4,1023.3,5.7,4.0
2016-03-07 23:00:00,590.945,21.7,10.0,1024.0,4.6,4.0
2016-03-08 00:00:00,675.3660000000001,20.0,11.1,1024.6,4.6,6.0
2016-03-08 01:00:00,675.3660000000001,19.4,11.7,1024.9,4.6,6.0
2016-03-08 02:00:00,717.576,18.9,11.7,1025.2,3.6,6.0
2016-03-08 03:00:00,633.155,18.9,11.1,1025.4,3.1,6.0
2016-03-08 04:00:00,675.3660000000001,17.8,11.1,1025.5,3.1,2.0
2016-03-08 05:00:00,759.7860000000001,17.2,11.1,1025.5,0.0,2.0
2016-03-08 06:00:00,717.576,16.7,11.7,1024.6,2.6,6.0
2016-03-08 07:00:00,2363.78,15.6,11.1,1024.1,1.5,4.0
2016-03-08 08:00:00,2194.94,14.4,10.6,1023.8,2.1,4.0
2016-03-08 09:00:00,2574.83,15.0,11.1,1023.7,0.0,4.0
2016-03-08 10:00:00,2532.62,13.9,11.7,1023.6,1.5,4.0
2016-03-08 11:00:00,2574.83,17.2,12.8,1023.7,3.1,4.0
2016-03-08 12:00:00,2574.83,17.8,12.8,1024.6,2.6,6.0
2016-03-08 13:00:00,2617.04,18.3,13.3,1025.1,2.6,6.0
2016-03-08 14:00:00,2448.2,21.1,12.2,1025.2,2.6,6.0
2016-03-08 15:00:00,2743.67,22.8,12.2,1025.6,4.1,6.0
2016-03-08 16:00:00,2785.88,23.9,10.6,1025.6,7.2,6.0
2016-03-08 17:00:00,2785.88,24.4,10.6,1025.4,4.6,6.0
2016-03-08 18:00:00,2405.99,24.4,11.1,1024.7,4.1,6.0
2016-03-08 19:00:00,1899.47,26.1,11.1,1023.5,7.7,6.0
2016-03-08 20:00:00,1772.84,26.1,11.7,1022.7,6.7,6.0
2016-03-08 21:00:00,1772.84,25.0,11.1,1022.7,6.2,4.0
2016-03-08 22:00:00,1308.52,24.4,11.1,1022.3,7.2,4.0
2016-03-08 23:00:00,675.3660000000001,22.8,11.7,1022.3,7.7,4.0
2016-03-09 00:00:00,801.997,21.1,12.8,1022.4,5.7,2.0
2016-03-09 01:00:00,759.7860000000001,20.0,12.8,1023.1,4.1,0.0
2016-03-09 02:00:00,717.576,18.9,13.3,1023.6,4.6,2.0
2016-03-09 03:00:00,675.3660000000001,18.3,13.9,1023.9,3.1,4.0
2016-03-09 04:00:00,801.997,18.3,13.3,1024.3,2.1,4.0
2016-03-09 05:00:00,801.997,17.2,13.3,1023.8,2.6,4.0
2016-03-09 06:00:00,970.838,16.7,13.3,1023.6,2.1,2.0
2016-03-09 07:00:00,2659.25,17.2,13.9,1022.8,3.1,4.0
2016-03-09 08:00:00,2617.04,17.2,13.9,1021.5,4.1,2.0
2016-03-09 09:00:00,2701.46,17.8,14.4,1021.5,4.6,2.0
2016-03-09 10:00:00,2912.51,17.2,13.9,1021.8,4.1,4.0
2016-03-09 11:00:00,2659.25,17.8,14.4,1022.8,2.1,4.0
2016-03-09 12:00:00,3039.15,17.2,14.4,1023.1,2.6,6.0
2016-03-09 13:00:00,3081.36,18.9,15.0,1023.6,3.6,6.0
2016-03-09 14:00:00,2996.94,21.7,15.6,1024.3,4.6,6.0
2016-03-09 15:00:00,3376.83,23.3,15.6,1025.0,6.2,6.0
2016-03-09 16:00:00,3334.62,23.9,15.6,1025.2,5.7,6.0
2016-03-09 17:00:00,3165.78,23.9,15.6,1024.6,4.6,6.0
2016-03-09 18:00:00,2870.3,26.7,14.4,1023.4,6.7,4.0
2016-03-09 19:00:00,2617.04,27.8,14.4,1022.3,8.2,4.0
2016-03-09 20:00:00,2279.36,26.7,15.6,1022.0,7.7,4.0
2016-03-09 21:00:00,2490.41,26.7,15.0,1021.5,7.2,4.0
2016-03-09 22:00:00,1815.05,25.0,15.0,1021.4,9.3,4.0
2016-03-09 23:00:00,675.3660000000001,23.3,15.0,1021.6,7.2,2.0
2016-03-10 00:00:00,717.576,21.7,15.6,1022.0,6.7,2.0
2016-03-10 01:00:00,717.576,21.1,16.1,1022.9,5.1,2.0
2016-03-10 02:00:00,844.207,20.6,15.6,1023.4,4.1,0.0
2016-03-10 03:00:00,886.418,19.4,16.1,1023.6,3.6,2.0
2016-03-10 04:00:00,801.997,18.9,16.1,1023.7,2.6,2.0
2016-03-10 05:00:00,928.628,18.3,16.1,1023.8,2.6,2.0
2016-03-10 06:00:00,1013.05,18.3,16.1,1023.9,2.6,2.0
2016-03-10 07:00:00,3207.99,18.3,16.1,1023.5,3.1,2.0
2016-03-10 08:00:00,3039.15,18.3,16.1,1023.0,3.1,2.0
2016-03-10 09:00:00,2954.72,17.8,16.1,1022.7,2.6,2.0
2016-03-10 10:00:00,3250.2,18.9,16.7,1022.7,3.1,4.0
2016-03-10 11:00:00,2448.2,18.9,16.7,1023.1,3.1,4.0
2016-03-10 12:00:00,2912.51,18.3,16.7,1023.5,2.6,4.0
2016-03-10 13:00:00,3123.57,20.6,17.8,1024.1,2.6,4.0
2016-03-10 14:00:00,3461.25,22.8,17.2,1024.4,5.1,4.0
2016-03-10 15:00:00,3461.25,25.0,16.1,1024.5,7.2,4.0
2016-03-10 16:00:00,3503.46,26.7,15.0,1024.1,8.8,4.0
2016-03-10 17:00:00,3461.25,27.2,15.0,1023.8,8.2,4.0
2016-03-10 18:00:00,2996.94,28.3,15.0,1022.8,7.2,4.0
2016-03-10 19:00:00,2912.51,29.4,14.4,1021.9,5.7,4.0
2016-03-10 20:00:00,2785.88,29.4,13.9,1021.3,5.1,4.0
2016-03-10 21:00:00,2743.67,29.4,13.9,1020.9,5.7,4.0
2016-03-10 22:00:00,1688.41,28.3,15.0,1020.9,6.2,4.0
2016-03-10 23:00:00,970.838,26.1,15.6,1021.3,5.7,4.0
2016-03-11 00:00:00,801.997,24.4,16.1,1022.0,6.2,2.0
2016-03-11 01:00:00,886.418,22.2,16.7,1022.6,5.1,0.0
2016-03-11 02:00:00,928.628,21.1,16.7,1023.3,5.7,0.0
2016-03-11 03:00:00,970.838,20.6,16.7,1023.7,4.6,0.0
2016-03-11 04:00:00,1055.26,20.0,16.7,1024.4,4.1,0.0
2016-03-11 05:00:00,970.838,18.9,16.1,1024.9,2.6,0.0
2016-03-11 06:00:00,1097.47,18.3,16.1,1024.9,0.0,0.0
2016-03-11 07:00:00,3250.2,17.2,15.6,1024.8,0.0,0.0
2016-03-11 08:00:00,3123.57,17.2,16.1,1024.4,1.5,0.0
2016-03-11 09:00:00,3334.62,17.2,16.1,1023.8,0.0,0.0
2016-03-11 10:00:00,3292.41,16.7,16.1,1023.2,2.6,0.0
2016-03-11 11:00:00,3376.83,17.2,16.1,1023.3,2.1,0.0
2016-03-11 12:00:00,2448.2,18.3,17.2,1023.0,3.6,6.0
2016-03-11 13:00:00,3292.41,20.0,17.8,1023.8,4.6,6.0
2016-03-11 14:00:00,3292.41,22.2,17.8,1023.4,6.2,6.0
2016-03-11 15:00:00,3419.04,23.9,17.8,1022.7,7.7,6.0
2016-03-11 16:00:00,3545.67,25.6,16.7,1022.7,6.2,4.0
2016-03-11 17:00:00,3292.41,27.2,16.1,1022.5,6.2,4.0
2016-03-11 18:00:00,3123.57,27.2,14.4,1022.1,3.6,6.0
2016-03-11 19:00:00,2870.3,27.2,14.4,1021.5,2.6,6.0
2016-03-11 20:00:00,2785.88,27.8,13.9,1020.9,2.1,6.0
2016-03-11 21:00:00,2785.88,28.9,13.9,1020.5,4.6,6.0
2016-03-11 22:00:00,1983.89,26.7,17.8,1020.8,6.2,6.0
2016-03-11 23:00:00,844.207,25.6,17.8,1021.8,4.1,6.0
2016-03-12 00:00:00,844.207,23.3,17.8,1022.0,3.1,4.0
2016-03-12 01:00:00,886.418,21.7,17.8,1022.4,3.1,2.0
2016-03-12 02:00:00,970.838,21.1,17.2,1023.1,2.6,2.0
2016-03-12 03:00:00,928.628,20.6,17.8,1023.2,3.1,2.0
2016-03-12 04:00:00,1013.05,20.0,17.2,1023.0,2.6,2.0
2016-03-12 05:00:00,1013.05,19.4,17.2,1022.7,2.6,2.0
2016-03-12 06:00:00,1603.99,19.4,17.2,1022.4,3.1,6.0
2016-03-12 07:00:00,3292.41,18.3,17.2,1021.8,0.0,6.0
2016-03-12 08:00:00,3123.57,18.3,17.2,1021.2,2.1,4.0
2016-03-12 09:00:00,3334.62,17.8,16.7,1021.1,0.0,4.0
2016-03-12 10:00:00,3461.25,17.8,17.2,1021.0,2.1,4.0
2016-03-12 11:00:00,3376.83,17.8,16.7,1021.3,1.5,4.0
2016-03-12 12:00:00,3334.62,16.1,15.6,1021.9,0.0,6.0
2016-03-12 13:00:00,3334.62,19.4,18.9,1022.0,1.5,6.0
2016-03-12 14:00:00,3334.62,21.7,19.4,1022.0,5.1,6.0
2016-03-12 15:00:00,3292.41,25.0,19.4,1022.0,6.2,6.0
2016-03-12 16:00:00,3292.41,26.1,17.2,1021.6,8.2,6.0
2016-03-12 17:00:00,3250.2,26.1,16.1,1021.3,5.7,6.0
2016-03-12 18:00:00,2996.94,27.8,16.7,1020.2,6.2,6.0
2016-03-12 19:00:00,2912.51,27.8,16.1,1019.3,7.2,6.0
2016-03-12 20:00:00,2828.09,27.8,16.1,1018.6,6.2,6.0
2016-03-12 21:00:00,2448.2,28.3,15.6,1018.1,4.6,6.0
2016-03-12 22:00:00,1772.84,27.2,13.9,1017.7,4.1,6.0
2016-03-12 23:00:00,675.3660000000001,26.1,16.7,1017.9,3.6,6.0
2016-03-13 00:00:00,759.7860000000001,23.9,16.7,1018.2,4.6,4.0
2016-03-13 01:00:00,886.418,23.3,16.7,1018.3,4.6,4.0
2016-03-13 02:00:00,2448.2,22.2,16.1,1018.8,4.1,4.0
2016-03-13 03:00:00,928.628,22.2,16.7,1018.8,4.1,4.0
2016-03-13 04:00:00,928.628,22.2,16.1,1018.4,5.7,4.0
2016-03-13 05:00:00,928.628,21.7,16.7,1018.1,4.6,4.0
2016-03-13 06:00:00,1392.94,20.6,16.7,1017.8,3.1,6.0
2016-03-13 07:00:00,3250.2,20.0,16.7,1017.3,3.1,6.0
2016-03-13 08:00:00,3039.15,20.0,17.8,1017.4,4.1,6.0
2016-03-13 09:00:00,2659.25,19.4,17.8,1017.1,3.1,4.0
2016-03-13 10:00:00,3123.57,18.9,17.8,1017.3,2.6,4.0
2016-03-13 11:00:00,3630.09,18.9,17.8,1017.5,2.6,4.0
2016-03-13 12:00:00,3376.83,18.9,18.3,1017.6,3.1,4.0
2016-03-13 13:00:00,3503.46,21.1,19.4,1017.8,4.6,2.0
2016-03-13 14:00:00,3630.09,23.9,19.4,1018.2,6.7,4.0
2016-03-13 15:00:00,3207.99,25.6,19.4,1018.0,8.2,4.0
2016-03-13 16:00:00,3292.41,27.2,19.4,1017.9,6.2,4.0
2016-03-13 17:00:00,3207.99,27.8,18.3,1017.2,4.6,4.0
2016-03-13 18:00:00,3207.99,28.9,17.8,1016.1,4.1,6.0
2016-03-13 19:00:00,2912.51,28.9,17.2,1014.4,5.7,6.0
2016-03-13 20:00:00,2870.3,28.9,17.8,1014.2,5.7,6.0
2016-03-13 21:00:00,2785.88,27.8,18.3,1013.4,3.6,6.0
2016-03-13 22:00:00,2068.31,27.2,17.2,1014.0,2.6,6.0
2016-03-13 23:00:00,1350.73,26.1,18.3,1014.3,5.1,6.0
2016-03-14 00:00:00,1308.52,25.6,18.9,1014.9,3.6,8.0
2016-03-14 01:00:00,1561.78,24.4,18.9,1015.9,2.6,8.0
2016-03-14 02:00:00,1519.57,24.4,18.9,1015.7,2.1,8.0
2016-03-14 03:00:00,1477.36,23.9,18.3,1016.0,3.1,8.0
2016-03-14 04:00:00,1561.78,23.3,18.3,1015.9,3.6,8.0
2016-03-14 05:00:00,1435.15,22.8,18.9,1015.9,3.1,8.0
2016-03-14 06:00:00,2237.15,21.1,18.3,1015.7,2.6,6.0
2016-03-14 07:00:00,3714.51,21.7,19.4,1015.3,3.6,6.0
2016-03-14 08:00:00,3756.72,21.7,20.0,1015.1,2.6,6.0
2016-03-14 09:00:00,3798.93,21.7,19.4,1014.8,2.6,6.0
2016-03-14 10:00:00,4136.61,21.1,20.0,1015.2,2.6,6.0
2016-03-14 11:00:00,4347.67,21.1,20.0,1015.7,3.1,6.0
2016-03-14 12:00:00,4516.51,21.1,20.0,1016.3,4.1,6.0
2016-03-14 13:00:00,4643.14,22.2,20.0,1017.0,4.6,6.0
2016-03-14 14:00:00,4685.35,23.3,19.4,1017.1,4.1,6.0
2016-03-14 15:00:00,4685.35,26.1,19.4,1016.9,6.7,6.0
2016-03-14 16:00:00,4685.35,27.2,18.9,1016.5,8.2,6.0
2016-03-14 17:00:00,4600.93,28.9,18.3,1016.2,8.8,6.0
2016-03-14 18:00:00,4009.98,30.0,17.8,1015.4,9.3,6.0
2016-03-14 19:00:00,3883.35,30.0,17.8,1014.4,7.2,4.0
2016-03-14 20:00:00,2912.51,29.4,17.8,1013.7,8.2,4.0
2016-03-14 21:00:00,3503.46,29.4,17.2,1013.3,7.2,4.0
2016-03-14 22:00:00,2194.94,29.4,15.6,1013.2,9.8,2.0
2016-03-14 23:00:00,970.838,28.3,16.7,1013.5,7.7,2.0
2016-03-15 00:00:00,970.838,26.7,17.8,1013.9,5.1,2.0
2016-03-15 01:00:00,1266.31,25.0,18.9,1014.1,5.7,2.0
2016-03-15 02:00:00,1350.73,24.4,20.0,1014.5,4.6,2.0
2016-03-15 03:00:00,1350.73,23.3,20.0,1015.0,4.1,2.0
2016-03-15 04:00:00,1308.52,22.8,20.0,1015.0,3.1,2.0
